Registration_Number,Registration_Date,Registration_Year,State,RTO_Office,Vehicle_Category,Vehicle_Sub_Type,Manufacturer_Brand,Fuel_Type,Emission_Norm,Engine_CC,Seating_Capacity,Vehicle_Age_Years,CFAR_Category_Adoption_Rate_%,FMI_Fleet_Modernization_Index_%,Is_Transitional_BS4_2020
DL-08-RE-2873,2023-02-02,2023,Delhi,Delhi West (DL-08),2W,Motorcycle,Suzuki,EV,Not Applicable,0.0,2,1,39.39,90.3,0
WB-39-SE-2890,2022-06-30,2022,West Bengal,Asansol (WB-39),4W,Sedan,Tata Motors,Petrol,BS6,1462.0,5,2,23.66,84.95,0
TN-01-TE-2907,2022-10-11,2022,Tamil Nadu,Chennai Central (TN-01),3W,E-Rickshaw,Bajaj,EV,Not Applicable,0.0,4,2,82.14,96.43,0
WB-01-UE-2924,2020-06-26,2020,West Bengal,Kolkata (WB-01),4W,SUV,Kia,Hybrid,BS6,1462.0,5,4,23.66,84.95,0
PB-02-VE-2941,2023-12-18,2023,Punjab,Amritsar (PB-02),2W,Scooter,Ather,EV,Not Applicable,0.0,2,1,41.51,90.57,0
KL-08-WE-2958,2023-01-19,2023,Kerala,Thrissur (KL-08),4W,Sedan,Hyundai,EV,Not Applicable,0.0,5,1,24.55,90.0,0
MH-12-XE-2975,2021-08-31,2021,Maharashtra,Pune (MH-12),LCV,Pickup Van,Ashok Leyland,Diesel,BS6,3298.0,2,3,22.58,90.32,0
MP-09-YE-2992,2019-08-12,2019,Madhya Pradesh,Indore (MP-09),2W,Motorcycle,Yamaha,Petrol,BS4,250.0,2,5,40.43,85.11,0
KL-08-ZE-3009,2022-07-08,2022,Kerala,Thrissur (KL-08),LCV,Pickup Van,Ashok Leyland,Diesel,BS6,3298.0,2,2,32.35,94.12,0
KL-08-AF-3026,2021-02-10,2021,Kerala,Thrissur (KL-08),2W,Moped,TVS,EV,Not Applicable,0.0,2,3,44.63,96.69,0
MP-07-BF-3043,2023-08-17,2023,Madhya Pradesh,Gwalior (MP-07),2W,Moped,Suzuki,Petrol,BS6,100.0,2,1,40.43,85.11,0
KL-11-CF-3060,2024-02-08,2024,Kerala,Kozhikode (KL-11),4W,MUV,Kia,EV,Not Applicable,0.0,7,0,24.55,90.0,0
TS-03-DF-3077,2023-03-06,2023,Telangana,Warangal (TS-03),HCV,Bus,Eicher,Diesel,BS6,3760.0,32,1,7.14,92.86,0
MP-07-EF-3094,2020-07-08,2020,Madhya Pradesh,Gwalior (MP-07),2W,Moped,Hero,EV,Not Applicable,0.0,2,4,40.43,85.11,0
WB-01-FF-3111,2023-02-28,2023,West Bengal,Kolkata (WB-01),4W,SUV,Honda,Diesel,BS6,800.0,7,1,23.66,84.95,0
WB-39-GF-3128,2023-08-17,2023,West Bengal,Asansol (WB-39),2W,Scooter,Honda,Petrol,BS6,95.3,2,1,39.16,92.31,0
PB-02-HF-3145,2019-08-20,2019,Punjab,Amritsar (PB-02),4W,MUV,Mahindra,Petrol,BS4,1197.0,7,5,28.17,87.32,0
KA-25-IF-3162,2021-03-22,2021,Karnataka,Hubli (KA-25),4W,Hatchback,Renault,Diesel,BS6,1197.0,5,3,25.89,89.29,0
TS-03-JF-3179,2023-07-04,2023,Telangana,Warangal (TS-03),2W,Motorcycle,TVS,Petrol,BS6,400.0,2,1,40.8,92.8,0
PB-02-KF-3196,2024-06-07,2024,Punjab,Amritsar (PB-02),3W,Tempo,Piaggio,EV,Not Applicable,0.0,4,0,76.0,92.0,0
KL-08-LF-3213,2019-11-25,2019,Kerala,Thrissur (KL-08),3W,E-Rickshaw,Atul Auto,EV,Not Applicable,0.0,4,5,84.38,93.75,0
WB-39-MF-3230,2023-08-10,2023,West Bengal,Asansol (WB-39),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,1,39.16,92.31,0
MH-01-NF-3247,2021-04-26,2021,Maharashtra,Mumbai Central (MH-01),3W,E-Rickshaw,Piaggio,EV,Not Applicable,0.0,4,3,87.5,87.5,0
GJ-01-OF-3264,2019-11-11,2019,Gujarat,Ahmedabad (GJ-01),2W,Scooter,Ather,EV,Not Applicable,0.0,2,5,41.43,92.86,0
KA-22-PF-3281,2023-06-22,2023,Karnataka,Belgaum (KA-22),4W,Sedan,Tata Motors,EV,Not Applicable,0.0,5,1,25.89,89.29,0
KA-01-QF-3298,2023-11-13,2023,Karnataka,Bangalore Central (KA-01),HCV,Trailer,MAN,Diesel,BS6,3760.0,2,1,0.0,96.15,0
MP-13-RF-3315,2023-07-27,2023,Madhya Pradesh,Ujjain (MP-13),2W,Motorcycle,KTM,Petrol,BS6,160.0,2,1,40.43,85.11,0
WB-01-SF-3332,2022-06-24,2022,West Bengal,Kolkata (WB-01),4W,SUV,MG,Diesel,BS6,1197.0,5,2,23.66,84.95,0
KL-11-TF-3349,2023-10-16,2023,Kerala,Kozhikode (KL-11),4W,SUV,Honda,Petrol,BS6,1000.0,7,1,24.55,90.0,0
DL-04-UF-3366,2019-07-16,2019,Delhi,Delhi North (DL-04),2W,Scooter,Bajaj,Petrol,BS4,160.0,2,5,39.39,90.3,0
UP-78-VF-3383,2023-03-23,2023,Uttar Pradesh,Kanpur (UP-78),HCV,Bus,Volvo,Diesel,BS6,6700.0,52,1,0.0,85.71,0
WB-73-WF-3400,2024-08-22,2024,West Bengal,Siliguri (WB-73),LCV,Pickup Van,Tata Motors,Diesel,BS6,2956.0,2,0,39.13,86.96,0
PB-02-XF-3417,2024-12-10,2024,Punjab,Amritsar (PB-02),2W,Motorcycle,KTM,EV,Not Applicable,0.0,2,0,41.51,90.57,0
GJ-18-YF-3434,2024-07-06,2024,Gujarat,Gandhinagar (GJ-18),2W,Motorcycle,Suzuki,Petrol,BS6,250.0,2,0,41.43,92.86,0
RJ-14-ZF-3451,2021-02-08,2021,Rajasthan,Jaipur (RJ-14),2W,Scooter,Ather,EV,Not Applicable,0.0,2,3,48.41,92.86,0
TS-01-AG-3468,2022-02-19,2022,Telangana,Karimnagar (TS-01),4W,SUV,Skoda,EV,Not Applicable,0.0,7,2,25.47,92.45,0
RJ-01-BG-3485,2022-01-21,2022,Rajasthan,Ajmer (RJ-01),HCV,Bus,Ashok Leyland,Diesel,BS6,3760.0,32,2,6.67,86.67,0
TN-58-CG-3502,2024-06-17,2024,Tamil Nadu,Madurai (TN-58),4W,MUV,Tata Motors,CNG,BS6,1598.0,7,0,26.26,91.92,0
UP-70-DG-3519,2022-09-30,2022,Uttar Pradesh,Allahabad (UP-70),4W,SUV,Skoda,Diesel,BS6,2179.0,7,2,19.75,88.89,0
WB-01-EG-3536,2022-12-19,2022,West Bengal,Kolkata (WB-01),2W,Scooter,Honda,Petrol,BS6,100.0,2,2,39.16,92.31,0
PB-08-FG-3553,2022-10-25,2022,Punjab,Jalandhar (PB-08),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,2,41.51,90.57,0
TN-45-GG-3570,2020-12-24,2020,Tamil Nadu,Trichy (TN-45),4W,MUV,Tata Motors,EV,Not Applicable,0.0,7,4,26.26,91.92,0
MH-15-HG-3587,2020-11-09,2020,Maharashtra,Nashik (MH-15),2W,Motorcycle,Suzuki,Petrol,BS6,350.0,2,4,50.93,95.37,0
KL-01-IG-3604,2024-09-26,2024,Kerala,Thiruvananthapuram (KL-01),4W,Sedan,Renault,Diesel,BS6,1968.0,5,0,24.55,90.0,0
TN-30-JG-3621,2023-12-15,2023,Tamil Nadu,Salem (TN-30),HCV,Trailer,Eicher,Diesel,BS6,5660.0,2,1,0.0,90.0,0
WB-13-KG-3638,2020-05-27,2020,West Bengal,Howrah (WB-13),HCV,Trailer,Eicher,Diesel,BS6,4998.0,2,4,0.0,91.67,0
RJ-27-LG-3655,2019-10-07,2019,Rajasthan,Udaipur (RJ-27),2W,Motorcycle,Royal Enfield,Petrol,BS4,86.8,2,5,48.41,92.86,0
UP-80-MG-3672,2021-02-10,2021,Uttar Pradesh,Agra (UP-80),HCV,Bus,Volvo,Diesel,BS6,5660.0,45,3,0.0,85.71,0
MP-07-NG-3689,2021-12-23,2021,Madhya Pradesh,Gwalior (MP-07),4W,SUV,Mahindra,Diesel,BS6,1498.0,5,3,28.28,85.86,0
KA-22-OG-3706,2023-04-26,2023,Karnataka,Belgaum (KA-22),4W,SUV,Mahindra,Petrol,BS6,1462.0,5,1,25.89,89.29,0
KA-19-PG-3723,2023-10-09,2023,Karnataka,Mangalore (KA-19),2W,Scooter,Honda,Petrol,BS6,125.0,2,1,49.39,91.46,0
UP-65-QG-3740,2021-02-15,2021,Uttar Pradesh,Varanasi (UP-65),3W,Auto Rickshaw,TVS,CNG,BS6,225.0,4,3,85.71,85.71,0
KL-01-RG-3757,2024-07-22,2024,Kerala,Thiruvananthapuram (KL-01),HCV,Bus,BharatBenz,Diesel,BS6,6700.0,32,0,0.0,84.0,0
KL-11-SG-3774,2022-05-26,2022,Kerala,Kozhikode (KL-11),LCV,Mini Truck,Ashok Leyland,CNG,BS6,3298.0,2,2,32.35,94.12,0
TS-07-TG-3791,2021-06-19,2021,Telangana,Khammam (TS-07),3W,Auto Rickshaw,Atul Auto,Diesel,BS6,225.0,4,3,81.25,100.0,0
WB-40-UG-3808,2022-04-09,2022,West Bengal,Durgapur (WB-40),4W,Hatchback,Toyota,Petrol,BS6,1197.0,5,2,23.66,84.95,0
UP-70-VG-3825,2024-06-14,2024,Uttar Pradesh,Allahabad (UP-70),2W,Scooter,Honda,Petrol,BS6,150.0,2,0,47.06,91.91,0
MH-31-WG-3842,2021-10-21,2021,Maharashtra,Nagpur (MH-31),2W,Motorcycle,Royal Enfield,Petrol,BS6,100.0,2,3,50.93,95.37,0
GJ-06-XG-3859,2021-12-18,2021,Gujarat,Vadodara (GJ-06),4W,Hatchback,Hyundai,Diesel,BS6,1498.0,5,3,35.37,95.12,0
KL-01-YG-3876,2020-09-01,2020,Kerala,Thiruvananthapuram (KL-01),4W,SUV,Toyota,CNG,BS6,1197.0,7,4,24.55,90.0,0
KL-02-ZG-3893,2023-04-22,2023,Kerala,Kollam (KL-02),2W,Scooter,Ather,EV,Not Applicable,0.0,2,1,44.63,96.69,0
MP-13-AH-3910,2022-02-09,2022,Madhya Pradesh,Ujjain (MP-13),LCV,Mini Truck,Eicher,Diesel,BS6,2523.0,2,2,37.5,83.33,0
TS-07-BH-3927,2021-08-16,2021,Telangana,Khammam (TS-07),2W,Moped,TVS,Petrol,BS6,95.5,2,3,40.8,92.8,0
MP-09-CH-3944,2022-08-22,2022,Madhya Pradesh,Indore (MP-09),4W,SUV,Hyundai,Diesel,BS6,1197.0,7,2,28.28,85.86,0
WB-39-DH-3961,2018-01-02,2018,West Bengal,Asansol (WB-39),2W,Motorcycle,Royal Enfield,Petrol,BS4,150.0,2,6,39.16,92.31,0
CH-01-EH-3978,2024-08-29,2024,Chandigarh,Chandigarh (CH-01),2W,Scooter,Honda,EV,Not Applicable,0.0,2,0,40.62,90.62,0
GJ-03-FH-3995,2024-08-17,2024,Gujarat,Rajkot (GJ-03),2W,Motorcycle,Suzuki,Petrol,BS6,250.0,2,0,41.43,92.86,0
UP-32-GH-4012,2020-07-20,2020,Uttar Pradesh,Lucknow (UP-32),4W,Sedan,Toyota,Petrol,BS6,1462.0,5,4,19.75,88.89,0
KL-07-HH-4029,2023-08-07,2023,Kerala,Kochi (KL-07),LCV,Mini Truck,Ashok Leyland,Diesel,BS6,2956.0,2,1,32.35,94.12,0
DL-04-IH-4046,2023-12-05,2023,Delhi,Delhi North (DL-04),2W,Scooter,Bajaj,Petrol,BS6,250.0,2,1,39.39,90.3,0
CH-01-JH-4063,2018-12-11,2018,Chandigarh,Chandigarh (CH-01),2W,Motorcycle,Honda,EV,Not Applicable,0.0,2,6,40.62,90.62,0
DL-01-KH-4080,2023-01-30,2023,Delhi,Delhi Central (DL-01),2W,Scooter,Ather,EV,Not Applicable,0.0,2,1,39.39,90.3,0
TS-05-LH-4097,2022-12-12,2022,Telangana,Nizamabad (TS-05),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,2,40.8,92.8,0
DL-08-MH-4114,2021-02-01,2021,Delhi,Delhi West (DL-08),LCV,Light Bus,Eicher,Diesel,BS6,2956.0,15,3,30.77,92.31,0
MP-20-NH-4131,2023-06-13,2023,Madhya Pradesh,Jabalpur (MP-20),4W,Hatchback,Toyota,EV,Not Applicable,0.0,5,1,28.28,85.86,0
TN-58-OH-4148,2024-12-28,2024,Tamil Nadu,Madurai (TN-58),2W,Motorcycle,KTM,Petrol,BS6,93.3,2,0,44.68,95.74,0
WB-01-PH-4165,2019-05-11,2019,West Bengal,Kolkata (WB-01),4W,MUV,Renault,Diesel,BS4,1462.0,7,5,23.66,84.95,0
MP-04-QH-4182,2023-01-27,2023,Madhya Pradesh,Bhopal (MP-04),HCV,Trailer,Tata Motors,Diesel,BS6,5660.0,2,1,4.76,85.71,0
MP-13-RH-4199,2022-10-14,2022,Madhya Pradesh,Ujjain (MP-13),4W,SUV,Mahindra,Hybrid,BS6,1462.0,5,2,28.28,85.86,0
DL-08-SH-4216,2024-09-02,2024,Delhi,Delhi West (DL-08),2W,Motorcycle,Bajaj,Petrol,BS6,150.0,2,0,39.39,90.3,0
KL-02-TH-4233,2021-07-14,2021,Kerala,Kollam (KL-02),4W,MUV,Mahindra,CNG,BS6,2179.0,7,3,24.55,90.0,0
GJ-06-UH-4250,2023-08-29,2023,Gujarat,Vadodara (GJ-06),2W,Motorcycle,KTM,Petrol,BS6,200.0,2,1,41.43,92.86,0
DL-08-VH-4267,2023-05-15,2023,Delhi,Delhi West (DL-08),2W,Motorcycle,Ola Electric,EV,Not Applicable,0.0,2,1,39.39,90.3,0
PB-11-WH-4284,2021-10-19,2021,Punjab,Patiala (PB-11),4W,SUV,Tata Motors,Petrol,BS6,1462.0,7,3,28.17,87.32,0
TS-05-XH-4301,2020-03-27,2020,Telangana,Nizamabad (TS-05),2W,Motorcycle,KTM,EV,Not Applicable,0.0,2,4,40.8,92.8,0
KL-02-YH-4318,2022-12-09,2022,Kerala,Kollam (KL-02),3W,Tempo,Kinetic Green,EV,Not Applicable,0.0,4,2,84.38,93.75,0
UP-78-ZH-4335,2020-09-15,2020,Uttar Pradesh,Kanpur (UP-78),LCV,Mini Truck,Tata Motors,EV,Not Applicable,0.0,2,4,35.0,90.0,0
MH-20-AI-4352,2020-07-30,2020,Maharashtra,Aurangabad (MH-20),4W,MUV,MG,Petrol,BS6,800.0,5,4,28.89,91.11,0
TS-05-BI-4369,2023-08-09,2023,Telangana,Nizamabad (TS-05),4W,SUV,Maruti Suzuki,Diesel,BS6,1197.0,5,1,25.47,92.45,0
KA-22-CI-4386,2022-05-16,2022,Karnataka,Belgaum (KA-22),2W,Motorcycle,Ola Electric,EV,Not Applicable,0.0,2,2,49.39,91.46,0
KA-25-DI-4403,2024-06-03,2024,Karnataka,Hubli (KA-25),HCV,Tanker,Eicher,Diesel,BS6,3760.0,2,0,0.0,96.15,0
KA-19-EI-4420,2023-03-29,2023,Karnataka,Mangalore (KA-19),2W,Motorcycle,KTM,Petrol,BS6,112.8,2,1,49.39,91.46,0
WB-73-FI-4437,2024-04-27,2024,West Bengal,Siliguri (WB-73),4W,SUV,Skoda,Petrol,BS6,1462.0,7,0,23.66,84.95,0
GJ-01-GI-4454,2023-06-12,2023,Gujarat,Ahmedabad (GJ-01),HCV,Trailer,Eicher,Diesel,BS6,3760.0,2,1,0.0,100.0,0
PB-10-HI-4471,2020-10-17,2020,Punjab,Ludhiana (PB-10),4W,SUV,Hyundai,Petrol,BS6,1968.0,7,4,28.17,87.32,0
UP-78-II-4488,2024-02-20,2024,Uttar Pradesh,Kanpur (UP-78),4W,Hatchback,Renault,Hybrid,BS6,1968.0,5,0,19.75,88.89,0
KA-25-JI-4505,2023-09-09,2023,Karnataka,Hubli (KA-25),4W,MUV,Toyota,Petrol,BS6,1462.0,7,1,25.89,89.29,0
TS-01-KI-4522,2021-11-13,2021,Telangana,Karimnagar (TS-01),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,3,40.8,92.8,0
DL-01-LI-4539,2023-07-19,2023,Delhi,Delhi Central (DL-01),2W,Motorcycle,Suzuki,Petrol,BS6,200.0,2,1,39.39,90.3,0
RJ-14-MI-4556,2023-03-09,2023,Rajasthan,Jaipur (RJ-14),2W,Motorcycle,KTM,Petrol,BS6,110.0,2,1,48.41,92.86,0
TN-30-NI-4573,2019-07-01,2019,Tamil Nadu,Salem (TN-30),2W,Scooter,Ather,EV,Not Applicable,0.0,2,5,44.68,95.74,0
KA-22-OI-4590,2021-02-13,2021,Karnataka,Belgaum (KA-22),4W,SUV,Honda,Petrol,BS6,1498.0,7,3,25.89,89.29,0
PB-11-PI-4607,2021-09-10,2021,Punjab,Patiala (PB-11),2W,Scooter,TVS,Petrol,BS6,125.0,2,3,41.51,90.57,0
KA-09-QI-4624,2023-05-09,2023,Karnataka,Mysore (KA-09),2W,Motorcycle,Royal Enfield,EV,Not Applicable,0.0,2,1,49.39,91.46,0
KL-08-RI-4641,2019-07-22,2019,Kerala,Thrissur (KL-08),4W,SUV,MG,Petrol,BS4,1598.0,5,5,24.55,90.0,0
RJ-27-SI-4658,2021-12-22,2021,Rajasthan,Udaipur (RJ-27),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,3,48.41,92.86,0
WB-40-TI-4675,2023-09-09,2023,West Bengal,Durgapur (WB-40),2W,Scooter,Yamaha,Petrol,BS6,160.0,2,1,39.16,92.31,0
DL-08-UI-4692,2024-10-30,2024,Delhi,Delhi West (DL-08),2W,Scooter,Yamaha,Petrol,BS6,101.1,2,0,39.39,90.3,0
TN-45-VI-4709,2020-12-21,2020,Tamil Nadu,Trichy (TN-45),2W,Motorcycle,KTM,Petrol,BS6,108.5,2,4,44.68,95.74,0
UP-65-WI-4726,2023-08-05,2023,Uttar Pradesh,Varanasi (UP-65),2W,Scooter,Bajaj,Petrol,BS6,250.0,2,1,47.06,91.91,0
KA-19-XI-4743,2022-08-03,2022,Karnataka,Mangalore (KA-19),OTH,Crane,Escorts,Diesel,BS6,4998.0,2,2,0.0,87.5,0
RJ-01-YI-4760,2020-06-30,2020,Rajasthan,Ajmer (RJ-01),4W,Hatchback,Hyundai,Hybrid,BS6,1197.0,5,4,26.0,89.0,0
PB-08-ZI-4777,2018-04-24,2018,Punjab,Jalandhar (PB-08),HCV,Trailer,BharatBenz,Diesel,BS4,5660.0,2,6,0.0,68.0,0
TS-07-AJ-4794,2021-12-14,2021,Telangana,Khammam (TS-07),4W,SUV,MG,Diesel,BS6,1462.0,5,3,25.47,92.45,0
RJ-14-BJ-4811,2019-03-14,2019,Rajasthan,Jaipur (RJ-14),3W,E-Rickshaw,Mahindra,EV,Not Applicable,0.0,4,5,85.19,100.0,0
RJ-27-CJ-4828,2019-12-23,2019,Rajasthan,Udaipur (RJ-27),4W,MUV,Toyota,Diesel,BS4,2179.0,7,5,26.0,89.0,0
KA-25-DJ-4845,2024-02-26,2024,Karnataka,Hubli (KA-25),2W,Scooter,Honda,Petrol,BS6,90.9,2,0,49.39,91.46,0
KL-07-EJ-4862,2022-04-29,2022,Kerala,Kochi (KL-07),3W,Tempo,Piaggio,CNG,BS6,225.0,4,2,84.38,93.75,0
TN-37-FJ-4879,2023-08-19,2023,Tamil Nadu,Coimbatore (TN-37),4W,MUV,Honda,Petrol,BS6,1968.0,7,1,26.26,91.92,0
MH-12-GJ-4896,2019-04-06,2019,Maharashtra,Pune (MH-12),2W,Scooter,Honda,EV,Not Applicable,0.0,2,5,50.93,95.37,0
RJ-19-HJ-4913,2022-06-10,2022,Rajasthan,Jodhpur (RJ-19),3W,E-Rickshaw,Kinetic Green,EV,Not Applicable,0.0,4,2,85.19,100.0,0
UP-70-IJ-4930,2020-12-28,2020,Uttar Pradesh,Allahabad (UP-70),2W,Motorcycle,KTM,EV,Not Applicable,0.0,2,4,47.06,91.91,0
PB-11-JJ-4947,2020-04-03,2020,Punjab,Patiala (PB-11),2W,Motorcycle,Yamaha,Petrol,BS6,200.0,2,4,41.51,90.57,0
KL-07-KJ-4964,2022-04-06,2022,Kerala,Kochi (KL-07),3W,E-Rickshaw,Atul Auto,EV,Not Applicable,0.0,4,2,84.38,93.75,0
TS-03-LJ-4981,2020-11-13,2020,Telangana,Warangal (TS-03),4W,MUV,Kia,Petrol,BS6,800.0,7,4,25.47,92.45,0
MH-15-MJ-4998,2023-12-18,2023,Maharashtra,Nashik (MH-15),2W,Scooter,Ather,EV,Not Applicable,0.0,2,1,50.93,95.37,0
UP-65-NJ-5015,2023-05-30,2023,Uttar Pradesh,Varanasi (UP-65),3W,Auto Rickshaw,Atul Auto,CNG,BS6,200.0,4,1,85.71,85.71,0
DL-09-OJ-5032,2023-10-09,2023,Delhi,Delhi South (DL-09),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,1,39.39,90.3,0
KA-22-PJ-5049,2023-08-14,2023,Karnataka,Belgaum (KA-22),2W,Moped,Yamaha,EV,Not Applicable,0.0,2,1,49.39,91.46,0
DL-04-QJ-5066,2024-08-19,2024,Delhi,Delhi North (DL-04),2W,Moped,Bajaj,Petrol,BS6,99.1,2,0,39.39,90.3,0
RJ-14-RJ-5083,2023-12-19,2023,Rajasthan,Jaipur (RJ-14),2W,Motorcycle,Bajaj,Petrol,BS6,200.0,2,1,48.41,92.86,0
KL-02-SJ-5100,2023-01-31,2023,Kerala,Kollam (KL-02),4W,Sedan,Skoda,Petrol,BS6,1598.0,5,1,24.55,90.0,0
PB-11-TJ-5117,2022-12-14,2022,Punjab,Patiala (PB-11),2W,Motorcycle,Royal Enfield,Petrol,BS6,94.9,2,2,41.51,90.57,0
TN-30-UJ-5134,2023-05-08,2023,Tamil Nadu,Salem (TN-30),HCV,Trailer,MAN,Diesel,BS6,4998.0,2,1,0.0,90.0,0
DL-04-VJ-5151,2023-08-21,2023,Delhi,Delhi North (DL-04),3W,Tempo,Kinetic Green,EV,Not Applicable,0.0,4,1,89.47,94.74,0
KA-19-WJ-5168,2022-06-17,2022,Karnataka,Mangalore (KA-19),3W,E-Rickshaw,Kinetic Green,EV,Not Applicable,0.0,4,2,68.42,94.74,0
KA-19-XJ-5185,2021-04-19,2021,Karnataka,Mangalore (KA-19),4W,SUV,Hyundai,Diesel,BS6,2179.0,7,3,25.89,89.29,0
RJ-20-YJ-5202,2024-12-16,2024,Rajasthan,Kota (RJ-20),2W,Moped,TVS,EV,Not Applicable,0.0,2,0,48.41,92.86,0
MH-01-ZJ-5219,2024-08-13,2024,Maharashtra,Mumbai Central (MH-01),4W,MUV,Maruti Suzuki,Petrol,BS6,2179.0,5,0,28.89,91.11,0
UP-78-AK-5236,2024-02-17,2024,Uttar Pradesh,Kanpur (UP-78),OTH,Tractor,John Deere,Diesel,BS6,5660.0,2,0,0.0,75.0,0
KA-25-BK-5253,2023-12-25,2023,Karnataka,Hubli (KA-25),4W,Sedan,Maruti Suzuki,Diesel,BS6,1462.0,5,1,25.89,89.29,0
MP-04-CK-5270,2019-04-26,2019,Madhya Pradesh,Bhopal (MP-04),4W,SUV,Mahindra,Diesel,BS4,1498.0,5,5,28.28,85.86,0
MH-01-DK-5287,2019-04-29,2019,Maharashtra,Mumbai Central (MH-01),4W,Hatchback,Honda,Petrol,BS4,1184.0,5,5,28.89,91.11,0
KL-01-EK-5304,2021-03-10,2021,Kerala,Thiruvananthapuram (KL-01),2W,Motorcycle,Royal Enfield,Petrol,BS6,125.0,2,3,44.63,96.69,0
KA-22-FK-5321,2023-03-20,2023,Karnataka,Belgaum (KA-22),4W,SUV,MG,Diesel,BS6,1968.0,5,1,25.89,89.29,0
DL-01-GK-5338,2023-08-08,2023,Delhi,Delhi Central (DL-01),LCV,Mini Truck,Tata Motors,CNG,BS6,3298.0,2,1,30.77,92.31,0
DL-08-HK-5355,2022-05-26,2022,Delhi,Delhi West (DL-08),4W,Sedan,Renault,CNG,BS6,800.0,5,2,22.58,88.17,0
DL-09-IK-5372,2023-09-11,2023,Delhi,Delhi South (DL-09),4W,Sedan,Honda,Petrol,BS6,1968.0,5,1,22.58,88.17,0
DL-04-JK-5389,2024-03-08,2024,Delhi,Delhi North (DL-04),4W,Hatchback,Renault,Petrol,BS6,1968.0,5,0,22.58,88.17,0
RJ-01-KK-5406,2022-05-16,2022,Rajasthan,Ajmer (RJ-01),4W,SUV,Hyundai,Petrol,BS6,1462.0,5,2,26.0,89.0,0
MH-15-LK-5423,2023-12-26,2023,Maharashtra,Nashik (MH-15),3W,Tempo,Kinetic Green,EV,Not Applicable,0.0,4,1,87.5,87.5,0
MP-13-MK-5440,2021-04-15,2021,Madhya Pradesh,Ujjain (MP-13),4W,SUV,Kia,Petrol,BS6,1197.0,5,3,28.28,85.86,0
UP-70-NK-5457,2022-01-31,2022,Uttar Pradesh,Allahabad (UP-70),4W,SUV,Kia,EV,Not Applicable,0.0,5,2,19.75,88.89,0
UP-32-OK-5474,2023-03-31,2023,Uttar Pradesh,Lucknow (UP-32),3W,Tempo,Bajaj,CNG,BS6,200.0,4,1,85.71,85.71,0
KL-07-PK-5491,2022-05-13,2022,Kerala,Kochi (KL-07),4W,SUV,MG,Diesel,BS6,1197.0,5,2,24.55,90.0,0
TN-58-QK-5508,2023-09-26,2023,Tamil Nadu,Madurai (TN-58),4W,Hatchback,Maruti Suzuki,Diesel,BS6,1000.0,5,1,26.26,91.92,0
KL-02-RK-5525,2021-10-18,2021,Kerala,Kollam (KL-02),4W,MUV,MG,Diesel,BS6,1197.0,7,3,24.55,90.0,0
TN-58-SK-5542,2022-01-07,2022,Tamil Nadu,Madurai (TN-58),4W,SUV,Mahindra,Hybrid,BS6,1462.0,5,2,26.26,91.92,0
WB-40-TK-5559,2022-12-02,2022,West Bengal,Durgapur (WB-40),2W,Motorcycle,TVS,Petrol,BS6,250.0,2,2,39.16,92.31,0
DL-08-UK-5576,2023-07-10,2023,Delhi,Delhi West (DL-08),2W,Scooter,Yamaha,Petrol,BS6,107.2,2,1,39.39,90.3,0
TS-09-VK-5593,2019-05-25,2019,Telangana,Hyderabad (TS-09),2W,Scooter,Hero,Petrol,BS4,109.9,2,5,40.8,92.8,0
RJ-14-WK-5610,2021-11-15,2021,Rajasthan,Jaipur (RJ-14),4W,Hatchback,Toyota,Petrol,BS6,1462.0,5,3,26.0,89.0,0
RJ-01-XK-5627,2023-01-04,2023,Rajasthan,Ajmer (RJ-01),OTH,Tractor,Escorts,Diesel,BS6,6700.0,2,1,0.0,100.0,0
DL-09-YK-5644,2018-07-12,2018,Delhi,Delhi South (DL-09),2W,Moped,Hero,Petrol,BS4,98.0,2,6,39.39,90.3,0
KA-09-ZK-5661,2024-12-30,2024,Karnataka,Mysore (KA-09),3W,Auto Rickshaw,Mahindra,Diesel,BS6,250.0,4,0,68.42,94.74,0
MH-12-AL-5678,2024-02-13,2024,Maharashtra,Pune (MH-12),LCV,Light Bus,Force Motors,CNG,BS6,2523.0,15,0,22.58,90.32,0
TN-30-BL-5695,2023-05-02,2023,Tamil Nadu,Salem (TN-30),2W,Moped,Hero,EV,Not Applicable,0.0,2,1,44.68,95.74,0
GJ-06-CL-5712,2021-05-20,2021,Gujarat,Vadodara (GJ-06),HCV,Tanker,MAN,Diesel,BS6,4998.0,2,3,0.0,100.0,0
DL-02-DL-5729,2020-06-09,2020,Delhi,Delhi East (DL-02),4W,Hatchback,Tata Motors,Petrol,BS6,1968.0,5,4,22.58,88.17,0
TS-05-EL-5746,2022-02-16,2022,Telangana,Nizamabad (TS-05),HCV,Bus,BharatBenz,Diesel,BS6,4998.0,32,2,7.14,92.86,0
KL-02-FL-5763,2023-07-22,2023,Kerala,Kollam (KL-02),2W,Scooter,TVS,Petrol,BS6,119.1,2,1,44.63,96.69,0
