Registration_Number,Registration_Date,Registration_Year,State,RTO_Office,Vehicle_Category,Vehicle_Sub_Type,Manufacturer_Brand,Fuel_Type,Emission_Norm,Engine_CC,Seating_Capacity,Vehicle_Age_Years,is_clean,is_compliant,CFAR,FMI
REG100169,02-02-2023,2023,Karnataka,Delhi West (DL-08),2W,Motorcycle,Suzuki,EV,BS6,0.0,2,1,True,True,37.17948717948718,99.14529914529915
REG100170,30-06-2022,2022,Karnataka,Asansol (WB-39),4W,Sedan,Tata Motors,Petrol,BS6,1462.0,5,2,False,True,43.333333333333336,96.66666666666667
REG100171,11-10-2022,2022,Karnataka,Chennai Central (TN-01),3W,E-Rickshaw,Bajaj,EV,BS6,0.0,3,2,True,True,43.333333333333336,96.66666666666667
REG100172,26-06-2018,2018,Karnataka,Kolkata (WB-01),4W,SUV,Kia,Hybrid,BS4,1462.0,5,6,True,False,40.74074074074074,0.0
REG100173,17-12-2023,2023,Karnataka,Amritsar (PB-02),2W,Scooter,Ather,Petrol,BS6,350.0,2,1,False,True,37.17948717948718,99.14529914529915
REG100174,19-01-2023,2023,Karnataka,Thrissur (KL-08),4W,Sedan,Hyundai,EV,BS6,0.0,5,1,True,True,37.17948717948718,99.14529914529915
REG100175,31-08-2021,2021,Karnataka,Pune (MH-12),LCV,Pickup Van,Ashok Leyland,Diesel,BS6,3298.0,9,3,False,True,32.88590604026846,94.63087248322147
REG100176,12-08-2019,2019,Karnataka,Indore (MP-09),2W,Motorcycle,Yamaha,Petrol,BS4,250.0,2,5,False,False,31.32530120481928,9.63855421686747
REG100177,08-07-2022,2022,Karnataka,Thrissur (KL-08),LCV,Pickup Van,Ashok Leyland,Diesel,BS6,3298.0,9,2,False,True,43.333333333333336,96.66666666666667
REG100178,10-02-2021,2021,Karnataka,Thrissur (KL-08),2W,Moped,TVS,EV,BS6,0.0,2,3,True,True,32.88590604026846,94.63087248322147
REG100179,17-08-2023,2023,Karnataka,Gwalior (MP-07),2W,Moped,Suzuki,Petrol,BS6,100.0,2,1,False,True,37.17948717948718,99.14529914529915
REG100180,08-02-2024,2024,Karnataka,Kozhikode (KL-11),4W,MUV,Kia,EV,BS6,0.0,7,0,True,True,41.29032258064516,100.0
REG100181,06-03-2023,2023,Karnataka,Warangal (TS-03),HCV,Bus,Eicher,CNG,BS6,3760.0,32,1,True,True,37.17948717948718,99.14529914529915
REG100182,08-07-2020,2020,Karnataka,Gwalior (MP-07),2W,Moped,Hero,EV,BS6,0.0,2,4,True,True,37.5,83.33333333333334
REG100183,28-02-2023,2023,Karnataka,Kolkata (WB-01),4W,SUV,Honda,Diesel,BS6,800.0,6,1,False,True,37.17948717948718,99.14529914529915
REG100184,17-08-2023,2023,Karnataka,Asansol (WB-39),2W,Moped,Honda,Petrol,BS6,150.0,2,1,False,True,37.17948717948718,99.14529914529915
REG100185,20-08-2019,2019,Karnataka,Amritsar (PB-02),4W,MUV,Mahindra,Petrol,BS4,1197.0,8,5,False,False,31.32530120481928,9.63855421686747
REG100186,22-03-2021,2021,Karnataka,Hubli (KA-25),4W,Hatchback,Renault,Diesel,BS6,1197.0,5,3,False,True,32.88590604026846,94.63087248322147
REG100187,04-07-2023,2023,Karnataka,Warangal (TS-03),2W,Motorcycle,TVS,Petrol,BS6,400.0,2,1,False,True,37.17948717948718,99.14529914529915
REG100188,07-06-2024,2024,Karnataka,Amritsar (PB-02),3W,Tempo,Piaggio,EV,BS6,0.0,7,0,True,True,41.29032258064516,100.0
REG100189,25-11-2019,2019,Karnataka,Thrissur (KL-08),3W,E-Rickshaw,Atul Auto,CNG,BS4,200.0,3,5,True,False,31.32530120481928,9.63855421686747
REG100190,10-08-2023,2023,Karnataka,Asansol (WB-39),2W,Moped,Ola Electric,Petrol,BS6,400.0,2,1,False,True,37.17948717948718,99.14529914529915
REG100191,26-04-2021,2021,Karnataka,Mumbai Central (MH-01),3W,E-Rickshaw,Piaggio,CNG,BS6,250.0,3,3,True,True,32.88590604026846,94.63087248322147
REG100192,11-11-2019,2019,Karnataka,Ahmedabad (GJ-01),2W,Moped,Ather,Petrol,BS4,400.0,2,5,False,False,31.32530120481928,9.63855421686747
REG100193,22-06-2023,2023,Karnataka,Belgaum (KA-22),4W,Sedan,Tata Motors,EV,BS6,0.0,5,1,True,True,37.17948717948718,99.14529914529915
REG100194,13-11-2023,2023,Karnataka,Bangalore Central (KA-01),HCV,Trailer,MAN,Diesel,BS6,3760.0,2,1,False,True,37.17948717948718,99.14529914529915
REG100195,27-07-2023,2023,Karnataka,Ujjain (MP-13),2W,Scooter,KTM,Petrol,BS6,160.0,2,1,False,True,37.17948717948718,99.14529914529915
REG100196,24-06-2022,2022,Karnataka,Kolkata (WB-01),4W,Sedan,MG,Diesel,BS6,1197.0,5,2,False,True,43.333333333333336,96.66666666666667
REG100197,15-10-2023,2023,Karnataka,Kozhikode (KL-11),4W,SUV,Honda,Petrol,BS6,1000.0,7,1,False,True,37.17948717948718,99.14529914529915
REG100198,16-07-2019,2019,Karnataka,Delhi North (DL-04),2W,Scooter,Bajaj,Petrol,BS4,160.0,2,5,False,False,31.32530120481928,9.63855421686747
REG100199,23-03-2023,2023,Karnataka,Kanpur (UP-78),HCV,Bus,Volvo,Diesel,BS6,6700.0,52,1,False,True,37.17948717948718,99.14529914529915
REG100200,22-08-2024,2024,Karnataka,Siliguri (WB-73),LCV,Pickup Van,Tata Motors,Diesel,BS6,2956.0,9,0,False,True,41.29032258064516,100.0
REG100201,10-12-2024,2024,Karnataka,Amritsar (PB-02),2W,Scooter,KTM,EV,BS6,0.0,2,0,True,True,41.29032258064516,100.0
REG100202,06-07-2024,2024,Karnataka,Gandhinagar (GJ-18),2W,Motorcycle,Suzuki,Petrol,BS6,250.0,2,0,False,True,41.29032258064516,100.0
REG100203,07-02-2021,2021,Karnataka,Jaipur (RJ-14),2W,Moped,Ather,Petrol,BS6,250.0,2,3,False,True,32.88590604026846,94.63087248322147
REG100204,19-02-2022,2022,Karnataka,Karimnagar (TS-01),4W,SUV,Skoda,EV,BS6,0.0,7,2,True,True,43.333333333333336,96.66666666666667
REG100205,21-01-2022,2022,Karnataka,Ajmer (RJ-01),HCV,Bus,Ashok Leyland,Diesel,BS6,3760.0,32,2,False,True,43.333333333333336,96.66666666666667
REG100206,16-06-2024,2024,Karnataka,Madurai (TN-58),4W,MUV,Tata Motors,CNG,BS6,1598.0,6,0,True,True,41.29032258064516,100.0
REG100207,30-09-2022,2022,Karnataka,Allahabad (UP-70),4W,SUV,Skoda,Diesel,BS6,2179.0,7,2,False,True,43.333333333333336,96.66666666666667
REG100208,19-12-2022,2022,Karnataka,Kolkata (WB-01),2W,Moped,Honda,Petrol,BS6,100.0,2,2,False,True,43.333333333333336,96.66666666666667
REG100209,25-10-2020,2020,Karnataka,Jalandhar (PB-08),2W,Moped,Ola Electric,EV,BS6,0.0,2,4,True,True,37.5,83.33333333333334
REG100210,24-12-2020,2020,Karnataka,Trichy (TN-45),4W,MUV,Tata Motors,EV,BS6,0.0,6,4,True,True,37.5,83.33333333333334
REG100211,09-11-2020,2020,Karnataka,Nashik (MH-15),2W,Motorcycle,Suzuki,CNG,BS6,350.0,2,4,True,True,37.5,83.33333333333334
REG100212,26-09-2024,2024,Karnataka,Thiruvananthapuram (KL-01),4W,Sedan,Renault,Diesel,BS6,1968.0,5,0,False,True,41.29032258064516,100.0
REG100213,15-12-2023,2023,Karnataka,Salem (TN-30),HCV,Trailer,Eicher,Diesel,BS6,5660.0,2,1,False,True,37.17948717948718,99.14529914529915
REG100214,27-05-2020,2020,Karnataka,Howrah (WB-13),HCV,Trailer,Eicher,Diesel,BS6,4998.0,2,4,False,True,37.5,83.33333333333334
REG100215,06-10-2019,2019,Karnataka,Udaipur (RJ-27),2W,Moped,Royal Enfield,Petrol,BS4,250.0,2,5,False,False,31.32530120481928,9.63855421686747
REG100216,10-02-2021,2021,Karnataka,Agra (UP-80),HCV,Bus,Volvo,Diesel,BS6,5660.0,45,3,False,True,32.88590604026846,94.63087248322147
REG100217,23-12-2021,2021,Karnataka,Gwalior (MP-07),4W,Sedan,Mahindra,Diesel,BS6,1498.0,5,3,False,True,32.88590604026846,94.63087248322147
REG100218,26-04-2023,2023,Karnataka,Belgaum (KA-22),4W,Sedan,Mahindra,Petrol,BS6,1462.0,5,1,False,True,37.17948717948718,99.14529914529915
REG100219,09-10-2023,2023,Karnataka,Mangalore (KA-19),2W,Scooter,Honda,CNG,BS6,125.0,2,1,True,True,37.17948717948718,99.14529914529915
REG100220,15-02-2021,2021,Karnataka,Varanasi (UP-65),3W,Auto Rickshaw,TVS,CNG,BS6,225.0,7,3,True,True,32.88590604026846,94.63087248322147
REG100221,22-07-2024,2024,Karnataka,Thiruvananthapuram (KL-01),HCV,Bus,BharatBenz,Diesel,BS6,6700.0,32,0,False,True,41.29032258064516,100.0
REG100222,26-05-2022,2022,Karnataka,Kozhikode (KL-11),LCV,Mini Truck,Ashok Leyland,CNG,BS6,3298.0,9,2,True,True,43.333333333333336,96.66666666666667
REG100223,19-06-2021,2021,Karnataka,Khammam (TS-07),3W,Auto Rickshaw,Atul Auto,Diesel,BS6,225.0,7,3,False,True,32.88590604026846,94.63087248322147
REG100224,09-04-2022,2022,Karnataka,Durgapur (WB-40),4W,Hatchback,Toyota,Petrol,BS6,1197.0,5,2,False,True,43.333333333333336,96.66666666666667
REG100225,14-06-2024,2024,Karnataka,Allahabad (UP-70),2W,Scooter,Honda,Petrol,BS6,150.0,2,0,False,True,41.29032258064516,100.0
REG100226,21-10-2021,2021,Karnataka,Nagpur (MH-31),2W,Scooter,Royal Enfield,Petrol,BS6,100.0,2,3,False,True,32.88590604026846,94.63087248322147
REG100227,18-12-2021,2021,Karnataka,Vadodara (GJ-06),4W,Hatchback,Hyundai,Diesel,BS6,1498.0,5,3,False,True,32.88590604026846,94.63087248322147
REG100228,01-09-2020,2020,Karnataka,Thiruvananthapuram (KL-01),4W,SUV,Toyota,CNG,BS6,1197.0,8,4,True,True,37.5,83.33333333333334
REG100229,22-04-2023,2023,Karnataka,Kollam (KL-02),2W,Moped,Ather,EV,BS6,0.0,2,1,True,True,37.17948717948718,99.14529914529915
REG100230,09-02-2022,2022,Karnataka,Ujjain (MP-13),LCV,Mini Truck,Eicher,Diesel,BS6,2523.0,9,2,False,True,43.333333333333336,96.66666666666667
REG100231,15-08-2021,2021,Karnataka,Khammam (TS-07),2W,Moped,TVS,Petrol,BS6,110.0,2,3,False,True,32.88590604026846,94.63087248322147
REG100232,21-08-2022,2022,Karnataka,Indore (MP-09),4W,MUV,Hyundai,Diesel,BS6,1197.0,8,2,False,True,43.333333333333336,96.66666666666667
REG100233,02-01-2018,2018,Karnataka,Asansol (WB-39),2W,Scooter,Royal Enfield,CNG,BS4,150.0,2,6,True,False,40.74074074074074,0.0
REG100234,29-08-2024,2024,Karnataka,Chandigarh (CH-01),2W,Scooter,Honda,EV,BS6,0.0,2,0,True,True,41.29032258064516,100.0
REG100235,17-08-2024,2024,Karnataka,Rajkot (GJ-03),2W,Motorcycle,Suzuki,Petrol,BS6,250.0,2,0,False,True,41.29032258064516,100.0
REG100236,20-07-2020,2020,Karnataka,Lucknow (UP-32),4W,Sedan,Toyota,Petrol,BS6,1462.0,5,4,False,True,37.5,83.33333333333334
REG100237,06-08-2023,2023,Karnataka,Kochi (KL-07),LCV,Mini Truck,Ashok Leyland,Diesel,BS6,2956.0,9,1,False,True,37.17948717948718,99.14529914529915
REG100238,05-12-2023,2023,Karnataka,Delhi North (DL-04),2W,Scooter,Bajaj,CNG,BS6,250.0,2,1,True,True,37.17948717948718,99.14529914529915
REG100239,11-12-2018,2018,Karnataka,Chandigarh (CH-01),2W,Motorcycle,Honda,EV,BS4,0.0,2,6,True,False,40.74074074074074,0.0
REG100240,29-01-2023,2023,Karnataka,Delhi Central (DL-01),2W,Motorcycle,Ather,Petrol,BS4,125.0,2,1,False,False,37.17948717948718,99.14529914529915
REG100241,11-12-2022,2022,Karnataka,Nizamabad (TS-05),2W,Moped,Ola Electric,Petrol,BS4,200.0,2,2,False,False,43.333333333333336,96.66666666666667
REG100242,01-02-2021,2021,Karnataka,Delhi West (DL-08),LCV,Light Bus,Eicher,Diesel,BS6,2956.0,15,3,False,True,32.88590604026846,94.63087248322147
REG100243,13-06-2023,2023,Karnataka,Jabalpur (MP-20),4W,Hatchback,Toyota,EV,BS6,0.0,5,1,True,True,37.17948717948718,99.14529914529915
REG100244,28-12-2024,2024,Karnataka,Madurai (TN-58),2W,Moped,KTM,Petrol,BS6,125.0,2,0,False,True,41.29032258064516,100.0
REG100245,11-05-2019,2019,Karnataka,Kolkata (WB-01),4W,MUV,Renault,Diesel,BS4,1462.0,7,5,False,False,31.32530120481928,9.63855421686747
REG100246,27-01-2023,2023,Karnataka,Bhopal (MP-04),HCV,Trailer,Tata Motors,Diesel,BS6,5660.0,2,1,False,True,37.17948717948718,99.14529914529915
REG100247,14-10-2022,2022,Karnataka,Ujjain (MP-13),4W,Hatchback,Mahindra,Hybrid,BS6,1462.0,5,2,True,True,43.333333333333336,96.66666666666667
REG100248,02-09-2024,2024,Karnataka,Delhi West (DL-08),2W,Motorcycle,Bajaj,Petrol,BS6,150.0,2,0,False,True,41.29032258064516,100.0
REG100249,14-07-2021,2021,Karnataka,Kollam (KL-02),4W,MUV,Mahindra,CNG,BS6,2179.0,7,3,True,True,32.88590604026846,94.63087248322147
REG100250,29-08-2023,2023,Karnataka,Vadodara (GJ-06),2W,Scooter,KTM,Petrol,BS6,200.0,2,1,False,True,37.17948717948718,99.14529914529915
REG100251,14-05-2023,2023,Karnataka,Delhi West (DL-08),2W,Motorcycle,Ola Electric,Petrol,BS6,400.0,2,1,False,True,37.17948717948718,99.14529914529915
REG100252,19-10-2021,2021,Karnataka,Patiala (PB-11),4W,SUV,Tata Motors,Petrol,BS6,1462.0,8,3,False,True,32.88590604026846,94.63087248322147
REG100253,27-03-2020,2020,Karnataka,Nizamabad (TS-05),2W,Scooter,KTM,EV,BS6,0.0,2,4,True,True,37.5,83.33333333333334
REG100254,09-12-2022,2022,Karnataka,Kollam (KL-02),3W,Tempo,Kinetic Green,CNG,BS6,200.0,3,2,True,True,43.333333333333336,96.66666666666667
REG100255,15-09-2020,2020,Karnataka,Kanpur (UP-78),LCV,Mini Truck,Tata Motors,EV,BS6,0.0,9,4,True,True,37.5,83.33333333333334
REG100256,30-07-2018,2018,Karnataka,Aurangabad (MH-20),4W,MUV,MG,Petrol,BS4,800.0,5,6,False,False,40.74074074074074,0.0
REG100257,09-08-2023,2023,Karnataka,Nizamabad (TS-05),4W,SUV,Maruti Suzuki,Diesel,BS6,1197.0,5,1,False,True,37.17948717948718,99.14529914529915
REG100258,16-05-2020,2020,Karnataka,Belgaum (KA-22),2W,Motorcycle,Ola Electric,EV,BS6,0.0,2,4,True,True,37.5,83.33333333333334
REG100259,02-06-2024,2024,Karnataka,Hubli (KA-25),HCV,Tanker,Eicher,Diesel,BS6,3760.0,2,0,False,True,41.29032258064516,100.0
REG100260,29-03-2023,2023,Karnataka,Mangalore (KA-19),2W,Moped,KTM,Petrol,BS6,110.0,2,1,False,True,37.17948717948718,99.14529914529915
REG100261,27-04-2024,2024,Karnataka,Siliguri (WB-73),4W,SUV,Skoda,Petrol,BS6,1462.0,8,0,False,True,41.29032258064516,100.0
REG100262,11-06-2023,2023,Karnataka,Ahmedabad (GJ-01),HCV,Trailer,Eicher,Diesel,BS6,3760.0,2,1,False,True,37.17948717948718,99.14529914529915
REG100263,17-10-2020,2020,Karnataka,Ludhiana (PB-10),4W,MUV,Hyundai,Petrol,BS6,1968.0,7,4,False,True,37.5,83.33333333333334
REG100264,20-02-2024,2024,Karnataka,Kanpur (UP-78),4W,Hatchback,Renault,Hybrid,BS6,1968.0,5,0,True,True,41.29032258064516,100.0
REG100265,09-09-2023,2023,Karnataka,Hubli (KA-25),4W,MUV,Toyota,Petrol,BS6,1462.0,7,1,False,True,37.17948717948718,99.14529914529915
REG100266,13-11-2021,2021,Karnataka,Karimnagar (TS-01),2W,Moped,Ola Electric,EV,BS4,0.0,2,3,True,False,32.88590604026846,94.63087248322147
REG100267,19-07-2023,2023,Karnataka,Delhi Central (DL-01),2W,Motorcycle,Suzuki,CNG,BS6,200.0,2,1,True,True,37.17948717948718,99.14529914529915
REG100268,09-03-2023,2023,Karnataka,Jaipur (RJ-14),2W,Scooter,KTM,Petrol,BS6,110.0,2,1,False,True,37.17948717948718,99.14529914529915
REG100269,01-07-2019,2019,Karnataka,Salem (TN-30),2W,Moped,Ather,Petrol,BS4,400.0,2,5,False,False,31.32530120481928,9.63855421686747
REG100270,13-02-2021,2021,Karnataka,Belgaum (KA-22),4W,SUV,Honda,Petrol,BS6,1498.0,6,3,False,True,32.88590604026846,94.63087248322147
REG100271,10-09-2021,2021,Karnataka,Patiala (PB-11),2W,Scooter,TVS,Petrol,BS6,125.0,2,3,False,True,32.88590604026846,94.63087248322147
REG100272,09-05-2023,2023,Karnataka,Mysore (KA-09),2W,Scooter,Royal Enfield,EV,BS6,0.0,2,1,True,True,37.17948717948718,99.14529914529915
REG100273,22-07-2019,2019,Karnataka,Thrissur (KL-08),4W,Sedan,MG,Petrol,BS4,1598.0,5,5,False,False,31.32530120481928,9.63855421686747
REG100274,22-12-2021,2021,Karnataka,Udaipur (RJ-27),2W,Moped,Ola Electric,Petrol,BS6,150.0,2,3,False,True,32.88590604026846,94.63087248322147
REG100275,09-09-2023,2023,Karnataka,Durgapur (WB-40),2W,Scooter,Yamaha,Petrol,BS6,160.0,2,1,False,True,37.17948717948718,99.14529914529915
REG100276,30-10-2024,2024,Karnataka,Delhi West (DL-08),2W,Scooter,Yamaha,Petrol,BS6,400.0,2,0,False,True,41.29032258064516,100.0
REG100277,20-12-2020,2020,Karnataka,Trichy (TN-45),2W,Moped,KTM,CNG,BS6,110.0,2,4,True,True,37.5,83.33333333333334
REG100278,05-08-2023,2023,Karnataka,Varanasi (UP-65),2W,Scooter,Bajaj,Petrol,BS6,250.0,2,1,False,True,37.17948717948718,99.14529914529915
REG100279,03-08-2022,2022,Karnataka,Mangalore (KA-19),OTH,Crane,Escorts,Diesel,BS6,4998.0,1,2,False,True,43.333333333333336,96.66666666666667
REG100280,30-06-2020,2020,Karnataka,Ajmer (RJ-01),4W,Hatchback,Hyundai,Hybrid,BS4,1197.0,5,4,True,False,37.5,83.33333333333334
REG100281,24-04-2018,2018,Karnataka,Jalandhar (PB-08),HCV,Trailer,BharatBenz,Diesel,BS4,5660.0,2,6,False,False,40.74074074074074,0.0
REG100282,14-12-2021,2021,Karnataka,Khammam (TS-07),4W,Sedan,MG,Diesel,BS4,1462.0,5,3,False,False,32.88590604026846,94.63087248322147
REG100283,14-03-2019,2019,Karnataka,Jaipur (RJ-14),3W,E-Rickshaw,Mahindra,CNG,BS6,250.0,3,5,True,True,31.32530120481928,9.63855421686747
REG100284,23-12-2019,2019,Karnataka,Udaipur (RJ-27),4W,MUV,Toyota,Diesel,BS6,2179.0,7,5,False,True,31.32530120481928,9.63855421686747
REG100285,25-02-2024,2024,Karnataka,Hubli (KA-25),2W,Moped,Honda,Petrol,BS6,125.0,2,0,False,True,41.29032258064516,100.0
REG100286,29-04-2022,2022,Karnataka,Kochi (KL-07),3W,Tempo,Piaggio,CNG,BS6,225.0,7,2,True,True,43.333333333333336,96.66666666666667
REG100287,19-08-2023,2023,Karnataka,Coimbatore (TN-37),4W,MUV,Honda,Petrol,BS6,1968.0,8,1,False,True,37.17948717948718,99.14529914529915
REG100288,06-04-2019,2019,Karnataka,Pune (MH-12),2W,Moped,Honda,EV,BS4,0.0,2,5,True,False,31.32530120481928,9.63855421686747
REG100289,10-06-2022,2022,Karnataka,Jodhpur (RJ-19),3W,E-Rickshaw,Kinetic Green,Diesel,BS6,225.0,3,2,False,True,43.333333333333336,96.66666666666667
REG100290,27-12-2020,2020,Karnataka,Allahabad (UP-70),2W,Scooter,KTM,EV,BS4,0.0,2,4,True,False,37.5,83.33333333333334
REG100291,03-04-2020,2020,Karnataka,Patiala (PB-11),2W,Motorcycle,Yamaha,Petrol,BS6,200.0,2,4,False,True,37.5,83.33333333333334
REG100292,06-04-2022,2022,Karnataka,Kochi (KL-07),3W,E-Rickshaw,Atul Auto,CNG,BS6,225.0,3,2,True,True,43.333333333333336,96.66666666666667
REG100293,13-11-2020,2020,Karnataka,Warangal (TS-03),4W,MUV,Kia,Petrol,BS6,800.0,7,4,False,True,37.5,83.33333333333334
REG100294,17-12-2023,2023,Karnataka,Nashik (MH-15),2W,Scooter,Ather,EV,BS6,0.0,2,1,True,True,37.17948717948718,99.14529914529915
REG100295,30-05-2023,2023,Karnataka,Varanasi (UP-65),3W,Auto Rickshaw,Atul Auto,CNG,BS6,200.0,6,1,True,True,37.17948717948718,99.14529914529915
REG100296,09-10-2023,2023,Karnataka,Delhi South (DL-09),2W,Scooter,Ola Electric,Hybrid,BS6,400.0,2,1,True,True,37.17948717948718,99.14529914529915
REG100297,14-08-2023,2023,Karnataka,Belgaum (KA-22),2W,Moped,Yamaha,EV,BS6,0.0,2,1,True,True,37.17948717948718,99.14529914529915
REG100298,18-08-2024,2024,Karnataka,Delhi North (DL-04),2W,Moped,Bajaj,Petrol,BS6,160.0,2,0,False,True,41.29032258064516,100.0
REG100299,19-12-2023,2023,Karnataka,Jaipur (RJ-14),2W,Motorcycle,Bajaj,Petrol,BS6,200.0,2,1,False,True,37.17948717948718,99.14529914529915
REG100300,31-01-2023,2023,Karnataka,Kollam (KL-02),4W,Sedan,Skoda,Petrol,BS6,1598.0,5,1,False,True,37.17948717948718,99.14529914529915
REG100301,14-12-2022,2022,Karnataka,Patiala (PB-11),2W,Moped,Royal Enfield,Petrol,BS6,110.0,2,2,False,True,43.333333333333336,96.66666666666667
REG100302,08-05-2023,2023,Karnataka,Salem (TN-30),HCV,Trailer,MAN,Diesel,BS6,4998.0,2,1,False,True,37.17948717948718,99.14529914529915
REG100303,20-08-2023,2023,Karnataka,Delhi North (DL-04),3W,Tempo,Kinetic Green,CNG,BS6,200.0,7,1,True,True,37.17948717948718,99.14529914529915
REG100304,17-06-2022,2022,Karnataka,Mangalore (KA-19),3W,E-Rickshaw,Kinetic Green,Diesel,BS6,200.0,3,2,False,True,43.333333333333336,96.66666666666667
REG100305,19-04-2021,2021,Karnataka,Mangalore (KA-19),4W,SUV,Hyundai,Diesel,BS6,2179.0,7,3,False,True,32.88590604026846,94.63087248322147
REG100306,15-12-2024,2024,Karnataka,Kota (RJ-20),2W,Moped,TVS,EV,BS6,0.0,2,0,True,True,41.29032258064516,100.0
REG100307,13-08-2024,2024,Karnataka,Mumbai Central (MH-01),4W,MUV,Maruti Suzuki,Petrol,BS6,2179.0,5,0,False,True,41.29032258064516,100.0
REG100308,17-02-2024,2024,Karnataka,Kanpur (UP-78),OTH,Tractor,John Deere,Diesel,BS6,5660.0,1,0,False,True,41.29032258064516,100.0
REG100309,25-12-2023,2023,Karnataka,Hubli (KA-25),4W,Sedan,Maruti Suzuki,Diesel,BS6,1462.0,5,1,False,True,37.17948717948718,99.14529914529915
REG100310,26-04-2019,2019,Karnataka,Bhopal (MP-04),4W,Hatchback,Mahindra,Diesel,BS4,1498.0,5,5,False,False,31.32530120481928,9.63855421686747
REG100311,28-04-2019,2019,Karnataka,Mumbai Central (MH-01),4W,Hatchback,Honda,EV,BS4,0.0,5,5,True,False,31.32530120481928,9.63855421686747
REG100312,10-03-2021,2021,Karnataka,Thiruvananthapuram (KL-01),2W,Scooter,Royal Enfield,Petrol,BS4,125.0,2,3,False,False,32.88590604026846,94.63087248322147
REG100313,19-03-2023,2023,Karnataka,Belgaum (KA-22),4W,Sedan,MG,Diesel,BS6,1968.0,5,1,False,True,37.17948717948718,99.14529914529915
REG100314,08-08-2023,2023,Karnataka,Delhi Central (DL-01),LCV,Mini Truck,Tata Motors,CNG,BS6,3298.0,9,1,True,True,37.17948717948718,99.14529914529915
REG100315,26-05-2022,2022,Karnataka,Delhi West (DL-08),4W,Sedan,Renault,CNG,BS6,800.0,5,2,True,True,43.333333333333336,96.66666666666667
REG100316,11-09-2023,2023,Karnataka,Delhi South (DL-09),4W,Sedan,Honda,Petrol,BS6,1968.0,5,1,False,True,37.17948717948718,99.14529914529915
REG100317,08-03-2024,2024,Karnataka,Delhi North (DL-04),4W,Hatchback,Renault,Petrol,BS6,1968.0,5,0,False,True,41.29032258064516,100.0
REG100318,15-05-2022,2022,Karnataka,Ajmer (RJ-01),4W,MUV,Hyundai,Petrol,BS6,1462.0,5,2,False,True,43.333333333333336,96.66666666666667
REG100319,26-12-2023,2023,Karnataka,Nashik (MH-15),3W,Tempo,Kinetic Green,Diesel,BS6,225.0,3,1,False,True,37.17948717948718,99.14529914529915
REG100320,15-04-2021,2021,Karnataka,Ujjain (MP-13),4W,Sedan,Kia,Petrol,BS6,1197.0,5,3,False,True,32.88590604026846,94.63087248322147
REG100321,30-01-2022,2022,Karnataka,Allahabad (UP-70),4W,Hatchback,Kia,EV,BS6,0.0,5,2,True,True,43.333333333333336,96.66666666666667
REG100322,31-03-2023,2023,Karnataka,Lucknow (UP-32),3W,Tempo,Bajaj,CNG,BS6,200.0,3,1,True,True,37.17948717948718,99.14529914529915
REG100323,13-05-2022,2022,Karnataka,Kochi (KL-07),4W,Sedan,MG,Diesel,BS6,1197.0,5,2,False,True,43.333333333333336,96.66666666666667
REG100324,26-09-2023,2023,Karnataka,Madurai (TN-58),4W,Hatchback,Maruti Suzuki,Diesel,BS6,1000.0,5,1,False,True,37.17948717948718,99.14529914529915
REG100325,18-10-2021,2021,Karnataka,Kollam (KL-02),4W,MUV,MG,Diesel,BS6,1197.0,7,3,False,True,32.88590604026846,94.63087248322147
REG100326,07-01-2022,2022,Karnataka,Madurai (TN-58),4W,Hatchback,Mahindra,Hybrid,BS6,1462.0,5,2,True,True,43.333333333333336,96.66666666666667
REG100327,02-12-2022,2022,Karnataka,Durgapur (WB-40),2W,Motorcycle,TVS,Petrol,BS6,250.0,2,2,False,True,43.333333333333336,96.66666666666667
REG100328,10-07-2023,2023,Karnataka,Delhi West (DL-08),2W,Moped,Yamaha,Petrol,BS6,110.0,2,1,False,True,37.17948717948718,99.14529914529915
REG100329,25-05-2019,2019,Karnataka,Hyderabad (TS-09),2W,Moped,Hero,Petrol,BS4,160.0,2,5,False,False,31.32530120481928,9.63855421686747
REG100330,15-11-2021,2021,Karnataka,Jaipur (RJ-14),4W,Hatchback,Toyota,Petrol,BS6,1462.0,5,3,False,True,32.88590604026846,94.63087248322147
REG100331,04-01-2023,2023,Karnataka,Ajmer (RJ-01),OTH,Tractor,Escorts,Petrol,BS6,6700.0,1,1,False,True,37.17948717948718,99.14529914529915
REG100332,12-07-2018,2018,Karnataka,Delhi South (DL-09),2W,Moped,Hero,Petrol,BS4,160.0,2,6,False,False,40.74074074074074,0.0
REG100333,30-12-2024,2024,Karnataka,Mysore (KA-09),3W,Auto Rickshaw,Mahindra,Diesel,BS6,250.0,3,0,False,True,41.29032258064516,100.0
